2019,    2019 PAS ナチュラM 26インチ 電動自転車,,85374
2019,    2019 PAS ナチュラM 24インチ 電動自転車,,85374
2018,    2018 ビビSX「ELSX63」　26インチ 電動自転車,,89980
2018,    2018 ビビSX「ELSX43」　24インチ 電動自転車,,89980
2018,    2018 ベロスター「ELVS77」700C 7段変速 電動自転車,,92340
2018,    2018 ベロスターミニ「ELVS07」20インチ 7段変速 電動自転車,,92340
2019,    2019 アシスタプリマ 「A6PC18」 26インチ 電動自転車,,93980
2016?,    【アウトレットSALE】2016　グリッターA　「BE-ELGL63」　26インチ　電動自転車 【OLSL1811】,,93980
2019,    2019 アシスタファインミニ 「A0BC18」 18インチ 電動自転車,,94980
0000,    【アウトレットSALE】16 PAS Mina　3人乗り対応　電動自転車 【OLSL1811】,,97979
2018,    2018 PAS With（パスウィズ）「PA26W」 26インチ 電動自転車,,99796
2018,    2018 TRANS MOBILLY (トランスモバイリー) 電動アシスト 「AL-FDB140」 折りたたみ自転車,,99800
2019,    2019 ビビ･L 「BE-ELL63」26インチ 電動自転車,,99878
2019,    2019 ビビ･L20 「BE-ELL03」20インチ 電動自転車,,99878
2019,    2019 ビビ･L 「BE-ELL43」24インチ 電動自転車,,99878




2018,    2018 ティモ I 「BE-ELTA63」 26インチ 電動自転車,,100300
0000,    【アウトレットSALE】16 PAS ヴィエンタ5　電動自転車　【OLSL1811】,,100980
2019,    2019 ビビ･DX 「BE-ELD635」26インチ 電動自転車,,101714
2019,    2019 ビビ･DX 「BE-ELD435」24インチ 電動自転車,,101714
2018,    2018 PAS ナチュラXL 26インチ あさひ限定 電動自転車,,102980
2016?,    【アウトレットSALE】2016　EZ（イーゼット）　[BE-ELZ03]　20インチ　電動自転車 【OLSL1811】,,102980
2018,    2018 PAS Ami（パスアミ）「PA26A」 26インチ 電動自転車,,103796
0000,    【アウトレットSALE】16 アルベルトe　「AES726」　電動自転車　【OLSL1811】,,105980
2018,    2018 PAS CITY-SP5（パスシティエスピーファイブ）「PA27CSP5」 27インチ,,107218
2017?,    2017　Jコンセプト　「BE-JELJ01」　20インチ　電動自転車,,107399
2018,    2018 STEPCRUZe（ステップクルーズe） 「ST6B48」 26インチ 電動自転車,,107827
2019,    2019 フロンティア 「F6AB29」 26インチ 電動自転車,,109354
2019,    2019 フロンティア 「F4AB29」 24インチ 電動自転車,,109354
2018,    2018 アシスタDX 「A4DC38」 24インチ　電動自転車,,109397
0000,    【アウトレットSALE】16 PASナチュラXLスーパー「PA26NXLSP」　26型　電動自転車【OLSL1811】,,109979
2019,    2019 ビビ･DX 26インチ あさひ限定 電動自転車,,110980
2018,    2018 アシスタDX 「A6DC38」 26インチ 電動自転車,,111798
2018,    2018 PAS Mina（パスミナ）「PA26M」 26インチ 電動自転車,,111994
2018,    2018 PAS CITY-C（パスシティシー）「PA20CC」 20インチ 電動自転車,,112980
2018,    2018 PAS CITY-V（パスシティヴイ）「PA24CV」24インチ 5段変速 電動自転車,,113699
2018,    2018 PAS With DX（パスウィズデラックス）「PA24WDX」 24インチ 電動自転車,,113799
2018,    2018 グリッター「ELGL033」20インチ 電動自転車,,113981
2019,    2019 FRONTIA DX(フロンティアデラックス)「F6DB49」 26インチ 電動自転車,,114566
2019,    2019 FRONTIA DX(フロンティアデラックス)「F4DB49」 24インチ 電動自転車,,114566
0000,    【アウトレットSALE】16 ギュットDX(ELMD632)　3人乗り対応　電動自転車 【OLSL1811】,,114980
2018,    2018 Jコンセプト「JELJ01A」20インチ 電動自転車,,114980
0000,    フロンティア　EA24-J 24インチ B400 電動自転車 リミテッド,,114980
2018,    2018 PAS SION-U (パスシオンユー) 「PA20SU」 20インチ 電動自転車,,115980
2018,    2018 アシスタユニ 「A2UC38」　20インチ 電動自転車,,115980
2018,    2018 PAS SION-U (パスシオンユー) 「PA26SU」 26インチ 電動自転車,,115980
2018,    2018 PAS SION-U (パスシオンユー) 「PA24SU」 24インチ 電動自転車,,115980
2018,    2018 cajunae(カジュナe ベーシックライン) 「CB6B48」 26インチ 電動自転車,,115996
2018,    2018 cajunae(カジュナe スイートライン) 「CS6B48」 26インチ 電動自転車,,115996
2018,    2018 PAS CITY-X（パスシティエックス）「PA20CX」20インチ 電動自転車,,116980
2018,    2018 アシスタユニ 「A4UC38」 24インチ 電動自転車,,116980
2018,    2018 PAS Babby un（パスバビーアン）「PA20BXLR」 20インチ,,117678
2018,    2018 FRONTIA (フロンティア) 「F4AB28」 24インチ 電動自転車,,117980
2018,    2018 PAS Babby un (パスバビーアン) 「PA20BXL」 20インチ 電動自転車 チャイルドシートなしモデル,,118000
2018,    2018 RealStreamMini (リアルストリームミニ)　「RS2C38」 20インチ 電動自転車,,118980
2019,    2019 STEPCRUZe（ステップクルーズe） 「ST6B49」 26インチ 電動自転車,,119156
0000,    フロンティアDA-I 26インチ 電動自転車 リミテッド,,119980
2018,    2018 ギュット ステージ 22 「BE-ELMU232」 22インチ 3人乗り対応 電動自転車,,120409
2018,    2018 アシスタユニプレミア 「A2PC38」 20インチ 電動自転車,,120980
2018,    2018 bikkeMOBdd(ビッケモブdd) 「BM0B48」 20インチ 3人乗り対応GW1805,,120999
2018,    2018 bikke GRI dd(ビッケグリdd) 「BG0B48」 20インチ,,120999
2018,    2018 アシスタユニプレミア 「A4PC38」 24インチ 電動自転車,,121980
2019,    2019 カジュナe スイートライン 「CS6B49」 26インチ 電動自転車,,123642
2019,    2019 カジュナe ベーシックライン 「CB6B49」 26インチ 電動自転車,,123642
2019,    2019 ギュット･アニーズ･SX 「BE-ELAS03」20インチ 3人乗り対応 電動自転車,,123746
0000,    【アウトレットSALE】16 HYDEE.2(HY626C)　3人乗り対応　電動自転車 【OLSL1811】,,123979
2018,    2018 bikke MOBe(ビッケモブe) 「BM0C38」 20インチ 3人乗り対応 電動自転車,,124103
2018,    2018 イーゼット　「ELZ032A」　20インチ 電動自転車,,124980
0000,    bikke MOB dd (ビッケモブdd) リミテッド-J 24/20インチ 3人乗り対応 電動自転車,,124999
2019,    2019 ビビ･EX 「BE-ELE635」26インチ 電動自転車,,126500
2019,    2019 ビビ･EX 「BE-ELE435」24インチ 電動自転車,,126500
2018,    2018 PAS With SP（パスウィズスーパー）「PA26WSP」 26インチ 電動自転車,,127586
2019,    2019 ギュット･アニーズ･DX 「BE-ELAD03」20インチ 3人乗り対応 電動自転車,,128336
2019,    2019 ギュット･アニーズ･DX･26 「BE-ELAD63」26インチ 3人乗り対応 電動自転車,,128336
2018,    2018 アルベルトe B400 S型 「AS7B48」 27インチ 内装5段変速 電動自転車,,128456
2018,    2018 アルベルトe B400 L型 「AL7B48」 27インチ 内装5段変速 電動自転車,,128456
2018,    2018 FRONTIA　DX (フロンティアデラックス) 「F6DB38」 26インチ 電動自転車,,128980
2018,    2018 FRONTIA　DX (フロンティアデラックス) 「F4DB38」 24インチ 電動自転車,,128980
2018,    2018 PAS Babby un (パスバビーアン) あさひ限定 20インチ 電動自転車,,129500
2018,    2018 PAS With SP（パスウィズスーパー）「PA24WSP」 24インチ 電動自転車,,129797
2017?,    2017　BP02「BE-ELZC63」26インチ　電動自転車,,129799
0000,    bikke MOB dd (ビッケモブdd)-J リミテッドカラー 24/20インチ 3人乗り対応 電動自転車,,129999
2018,    2018 ビビ KD 「BE-ELKD63」 26インチ 電動自転車,,130349
2019,    2019 アルベルトe L型 「AL6B49」 26インチ 電動自転車,,131263
2018,    2018 オフタイム　「ELW072A」　18/20インチ 外装7段変速 折りたたみ　電動自転車,,132980
2019,    2019 アルベルトe L型 「AL7B49」 27インチ 5段変速 電動自転車,,133168
2019,    2019 アルベルトe S型 「AS7B49」 27インチ 5段変速 電動自転車,,133168
2018,    2018 FRONTIA (フロンティアロイヤル) 「F6RB48」 26インチ 電動自転車,,133980
2018,    2018 FRONTIA (フロンティアロイヤル) 「F4RB48」 24インチ 電動自転車,,133980
2018,    2018 ハリヤ　「ELH242B」　26インチ　電動自転車,,134980
2018,    2018 PAS VIENTA5 (パスヴィエンタ5) 「PA26V」 26インチ 内装5段変速 電動自転車,,134980
2017?,    2017　PAS　ナチュラスーパー「PA26NSP」26インチ　電動自転車,,134998
2018,    2018 ビビ KD 「BE-ELKD43」 24インチ 電動自転車,,136123
2019,    2019 bikke MOB dd(ビッケモブdd) 「BM0B49」 20インチ 3人乗り対応,,136598
2019,    2019 bikke POLAR e(ビッケポーラーe) 「BR0C49」 20インチ 3人乗り対応 電動自転車,,136978
2018,    2018 BP02「ELZC63A」26インチ　電動自転車,,137980
0000,    ASCENT mini（アセントミニ）18インチ 電動自転車,,139320
2018,    2018 HYDEE II（ハイディーツー） 「HY6C38」 26インチ 電動自転車,,140843
2019,    2019 bikke GRI dd(ビッケグリdd) 「BG0B49」 20インチ 3人乗り対応 電動自転車,,141741
0000,    EF-1 Pro 16インチ 電動自転車 折りたたみ自転車,,144980
2015?,    2015　ビビチャージ・A　[BE-EKA43]　24インチ　電動自転車,,144980
0000,    ASCENT city（アセントシティ）26インチ 電動自転車,,145800
2019,    2019 ギュット･アニーズ･DX 20インチ あさひ限定 3人乗り対応 電動自転車,,146980
2019,    2019 HYDEE2 「HY6B49」 26インチ 3人乗り対応 電動自転車,,147456
2019,    2019 HYDEE2 「HC6B49」 26インチ 3人乗り対応 電動自転車 限定モデル,,153381
2019,    2019 ギュット･アニーズ･EX 「BE-ELAE033」20インチ 3人乗り対応 電動自転車,,154353
2018,    2018 ジェッター　「ELHC49A」　700x38C サイズ：490mm 電動自転車,,156980
2018,    2018 ジェッター「ELHC44A」　700x38C サイズ：440mm 電動自転車,,156980
2017,    2017 PAS GEAR-U（パスギアユー）「PA26GU」　26インチ　電動自転車,,160380
2017,    2017 PAS GEAR-U（パスギアユー）「PA24GU」　24インチ　電動自転車,,160380
2018,    2018 HYDEE II（ハイディーツー） 「HL6C38」 26インチ 電動自転車 限定モデル,,160980
2018,    2018 RealStream (リアルストリーム) 「RS6C48」 26インチ 内装8段変速 電動自転車,,163980
2018,    2018 PAS Brace (パスブレイス) 「PA26B」 26インチ 内装8段変速 電動自転車,,166980
2017,    2017 アシスタビジネスS型 「B6SC47」 26インチ 電動自転車,,172980
2017?,    2017パートナー・DX 「BE-ELGD63」 26インチ 電動自転車,,179915
2018,    2018 ギュット アニーズ KE 「BE-ELKE03」 20インチ 3人乗り対応 電動自転車,,185758
2016?,    2016　ビジネスビビ　「BE-ELG43」　24インチ　電動自転車,,187409
2016?,    2016　ビジネスビビ　「BE-ELG03」　20インチ　電動自転車,,189119
2018,    2018 YPJ-R 700C 電動自転車 ロードバイク,,189952
2017?,    2017　（2016継続）　YPJ-C　700C　電動自転車　クロスバイク,,189980
2018,    2018 パートナー･DX 「BE-ELGD63A」 26インチ 電動自転車,,190980
2018,    2018 パートナー･U 「BE-ELGU43A」 24インチ 電動自転車,,190980
2018,    2018 PAS ワゴン 「PT16」 18/16インチ 電動自転車 三輪車,,205980
2018,    2018 アシスタワゴン 「AW1C38」 18/16インチ 電動自転車 三輪車,,206980
2018,    2018 ビビライフ　「ELR832」　18/16インチ　電動自転車　三輪車,,209980
2018,    2018 XU1 「BE-EXU44」 700C 外装9段変速 電動自転車 クロスバイク,,242980
2018,    2018 TAGETE27.5 (タジェーテ) 27.5インチ（650B） 電動自転車 油圧ディスクブレーキ マウンテンバイク,,254980
2018,    2018 YPJ-EC 電動自転車 クロスバイク 機械式ディスクブレーキ,,275981
2018,    2018 YPJ-TC 油圧式ディスクブレーキ 電動自転車 クロスバイク,,318980
2018,    2018 YPJ-ER 油圧式ディスクブレーキ 電動自転車 ロードバイク,,340980
2018,    2018 XM1 「BE-EXM240」 27.5インチ 外装10段変速 電動自転車 マウンテンバイク,,355980
2018,    2018 YPJ-XC 27.5インチ（650B） 油圧ディスクブレーキ 電動自転車 マウンテンバイク,,372980
2018,    2018 XM2 「BE-EWM40」 27.5インチ 20段変速 電動自転車 マウンテンバイク,,409980
0000,    DAVOS E-600 (ダボスE-600) クロモリフレーム 油圧ディスクブレーキ 電動自転車,,417960
